system,topic,rank,score
KU_run2,3,5,0.04096
KU_run2,3,6,0
KU_run2,3,7,0
KU_run2,4,1,0
KU_run2,4,2,0
KU_run2,4,3,0
KU_run2,4,4,0
KU_run2,4,5,0
KU_run2,4,6,0.032768
KU_run2,4,7,0
KU_run2,5,1,0
KU_run2,5,2,0
KU_run2,5,3,0
KU_run2,5,4,0
KU_run2,5,5,0.04096
KU_run2,5,6,0
KU_run2,5,7,0
KU_run2,6,1,0
KU_run2,6,2,0
KU_run2,6,3,0
KU_run2,6,4,0
KU_run2,6,5,0
KU_run2,6,6,0
KU_run2,6,7,0
KU_run2,7,1,0
KU_run2,7,2,0
KU_run2,7,3,0
KU_run2,7,4,0
KU_run2,7,5,0
KU_run2,7,6,0.065536
KU_run2,7,7,0
KU_run2,8,1,0
KU_run2,8,2,0
KU_run2,8,3,0
KU_run2,8,4,0
KU_run2,8,5,0
KU_run2,8,6,0
KU_run2,8,7,0
KU_run2,9,1,0.2
KU_run2,9,2,0
KU_run2,9,3,0.064
KU_run2,9,4,0
KU_run2,9,5,0
KU_run2,9,6,0
KU_run2,9,7,0.0524288
KU_run2,10,1,0
KU_run2,10,2,0
KU_run2,10,3,0
KU_run2,10,4,0
KU_run2,10,5,0
KU_run2,10,6,0
KU_run2,10,7,0
KU_run2,11,1,0
KU_run2,11,2,0
KU_run2,11,3,0.064
KU_run2,11,4,0
KU_run2,11,5,0
KU_run2,11,6,0.032768
KU_run2,11,7,0
KU_run2,12,1,0
KU_run2,12,2,0.16
KU_run2,12,3,0
KU_run2,12,4,0
KU_run2,12,5,0
KU_run2,12,6,0
KU_run2,12,7,0
KU_run2,13,1,0
KU_run2,13,2,0
KU_run2,13,3,0
KU_run2,13,4,0
KU_run2,13,5,0
KU_run2,13,6,0
KU_run2,13,7,0
KU_run2,14,1,0
KU_run2,14,2,0
KU_run2,14,3,0
KU_run2,14,4,0
KU_run2,14,5,0
KU_run2,14,6,0.032768
KU_run2,14,7,0
KU_run2,15,1,0
KU_run2,15,2,0
KU_run2,15,3,0
KU_run2,15,4,0.0512
KU_run2,15,5,0
KU_run2,15,6,0
KU_run2,15,7,0
KU_run2,16,1,0.2
KU_run2,16,2,0
KU_run2,16,3,0
KU_run2,16,4,0.0512
KU_run2,16,5,0
KU_run2,16,6,0
KU_run2,16,7,0
KU_run2,17,1,0.2
KU_run2,17,2,0.08
KU_run2,17,3,0.128
KU_run2,17,4,0
KU_run2,17,5,0
KU_run2,17,6,0
KU_run2,17,7,0.0524288
KU_run2,18,1,0
KU_run2,18,2,0.08
KU_run2,18,3,0
KU_run2,18,4,0.0512
KU_run2,18,5,0
KU_run2,18,6,0
KU_run2,18,7,0
KU_run2,19,1,0
KU_run2,19,2,0
KU_run2,19,3,0
KU_run2,19,4,0
KU_run2,19,5,0
KU_run2,19,6,0
KU_run2,19,7,0
KU_run2,20,1,0
KU_run2,20,2,0.16
KU_run2,20,3,0
KU_run2,20,4,0
KU_run2,20,5,0.04096
KU_run2,20,6,0.065536
KU_run2,20,7,0.0524288
KU_run2,21,1,0
KU_run2,21,2,0
KU_run2,21,3,0
KU_run2,21,4,0
KU_run2,21,5,0.08192
KU_run2,21,6,0
KU_run2,21,7,0.0524288
KU_run2,22,1,0
KU_run2,22,2,0
KU_run2,22,3,0
KU_run2,22,4,0
KU_run2,22,5,0
KU_run2,22,6,0
KU_run2,22,7,0
KU_run2,23,1,0
KU_run2,23,2,0.16
KU_run2,23,3,0
KU_run2,23,4,0
KU_run2,23,5,0
KU_run2,23,6,0.065536
KU_run2,23,7,0.0262144
KU_run2,24,1,0
KU_run2,24,2,0
KU_run2,24,3,0
KU_run2,24,4,0
KU_run2,24,5,0
KU_run2,24,6,0.032768
KU_run2,24,7,0
KU_run2,25,1,0.2
KU_run2,25,2,0
KU_run2,25,3,0.128
KU_run2,25,4,0
KU_run2,25,5,0
KU_run2,25,6,0
KU_run2,25,7,0.0524288
KU_run2,26,1,0
KU_run2,26,2,0
KU_run2,26,3,0.064
KU_run2,26,4,0
KU_run2,26,5,0.08192
KU_run2,26,6,0
KU_run2,26,7,0
KU_run2,27,1,0
KU_run2,27,2,0
KU_run2,27,3,0
KU_run2,27,4,0
KU_run2,27,5,0
KU_run2,27,6,0.032768
KU_run2,27,7,0.0262144
KU_run2,28,1,0
KU_run2,28,2,0.16
KU_run2,28,3,0.128
KU_run2,28,4,0.1024
KU_run2,28,5,0.08192
KU_run2,28,6,0
KU_run2,28,7,0
KU_run2,29,1,0.2
KU_run2,29,2,0.16
KU_run2,29,3,0.128
KU_run2,29,4,0.0512
KU_run2,29,5,0.08192
KU_run2,29,6,0.065536
KU_run2,29,7,0.0524288
KU_run2,30,1,0.2
KU_run2,30,2,0
KU_run2,30,3,0
KU_run2,30,4,0
KU_run2,30,5,0.04096
KU_run2,30,6,0.032768
KU_run2,30,7,0
KU_run3,1,1,0.2
KU_run3,1,2,0.08
KU_run3,1,3,0.128
KU_run3,1,4,0.1024
KU_run3,1,5,0.08192
KU_run3,1,6,0.065536
KU_run3,1,7,0.0524288
KU_run3,2,1,0.2
KU_run3,2,2,0
KU_run3,2,3,0
KU_run3,2,4,0.1024
KU_run3,2,5,0.08192
KU_run3,2,6,0.065536
KU_run3,2,7,0.0524288
KU_run3,3,1,0.1
KU_run3,3,2,0.08
KU_run3,3,3,0.064
KU_run3,3,4,0
KU_run3,3,5,0
KU_run3,3,6,0.032768
KU_run3,3,7,0
KU_run3,4,1,0
KU_run3,4,2,0
KU_run3,4,3,0
KU_run3,4,4,0
KU_run3,4,5,0.04096
KU_run3,4,6,0.032768
KU_run3,4,7,0
KU_run3,5,1,0
KU_run3,5,2,0
KU_run3,5,3,0
KU_run3,5,4,0
KU_run3,5,5,0
KU_run3,5,6,0
KU_run3,5,7,0
KU_run3,6,1,0.2
KU_run3,6,2,0.16
KU_run3,6,3,0.128
KU_run3,6,4,0.0512
KU_run3,6,5,0.08192
KU_run3,6,6,0.032768
KU_run3,6,7,0.0262144
KU_run3,7,1,0
KU_run3,7,2,0.16
KU_run3,7,3,0.128
KU_run3,7,4,0.1024
KU_run3,7,5,0
KU_run3,7,6,0
KU_run3,7,7,0
KU_run3,8,1,0.1
KU_run3,8,2,0.08
KU_run3,8,3,0
KU_run3,8,4,0
KU_run3,8,5,0
KU_run3,8,6,0.032768
KU_run3,8,7,0.0524288
KU_run3,9,1,0.1
KU_run3,9,2,0.16
KU_run3,9,3,0.128
KU_run3,9,4,0.1024
KU_run3,9,5,0.08192
KU_run3,9,6,0.065536
KU_run3,9,7,0.0524288
KU_run3,10,1,0.2
KU_run3,10,2,0.16
KU_run3,10,3,0.128
KU_run3,10,4,0.1024
KU_run3,10,5,0.08192
KU_run3,10,6,0
KU_run3,10,7,0.0262144
KU_run3,11,1,0.1
KU_run3,11,2,0
KU_run3,11,3,0
KU_run3,11,4,0
KU_run3,11,5,0
KU_run3,11,6,0.032768
KU_run3,11,7,0.0262144
KU_run3,12,1,0
KU_run3,12,2,0.16
KU_run3,12,3,0.128
KU_run3,12,4,0.1024
KU_run3,12,5,0.04096
KU_run3,12,6,0.032768
KU_run3,12,7,0.0262144
KU_run3,13,1,0
KU_run3,13,2,0.08
KU_run3,13,3,0
KU_run3,13,4,0.0512
KU_run3,13,5,0
KU_run3,13,6,0
KU_run3,13,7,0.0262144
KU_run3,14,1,0
KU_run3,14,2,0
KU_run3,14,3,0
KU_run3,14,4,0
KU_run3,14,5,0.04096
KU_run3,14,6,0.065536
KU_run3,14,7,0.0262144
KU_run3,15,1,0
KU_run3,15,2,0
KU_run3,15,3,0
KU_run3,15,4,0.1024
KU_run3,15,5,0.04096
KU_run3,15,6,0
KU_run3,15,7,0
KU_run3,16,1,0.1
KU_run3,16,2,0
KU_run3,16,3,0.128
KU_run3,16,4,0.0512
KU_run3,16,5,0
KU_run3,16,6,0
KU_run3,16,7,0
KU_run3,17,1,0.2
KU_run3,17,2,0.16
KU_run3,17,3,0.128
KU_run3,17,4,0.1024
KU_run3,17,5,0
KU_run3,17,6,0.065536
KU_run3,17,7,0
KU_run3,18,1,0
KU_run3,18,2,0.16
KU_run3,18,3,0
KU_run3,18,4,0.1024
KU_run3,18,5,0.08192
KU_run3,18,6,0
KU_run3,18,7,0
KU_run3,19,1,0
KU_run3,19,2,0
KU_run3,19,3,0
KU_run3,19,4,0
KU_run3,19,5,0
KU_run3,19,6,0
KU_run3,19,7,0
KU_run3,20,1,0.2
KU_run3,20,2,0
KU_run3,20,3,0.128
KU_run3,20,4,0
KU_run3,20,5,0.08192
KU_run3,20,6,0.032768
KU_run3,20,7,0
KU_run3,21,1,0
KU_run3,21,2,0.16
KU_run3,21,3,0.128
KU_run3,21,4,0.1024
KU_run3,21,5,0.08192
KU_run3,21,6,0.032768
KU_run3,21,7,0
KU_run3,22,1,0.2
KU_run3,22,2,0
KU_run3,22,3,0.128
KU_run3,22,4,0
KU_run3,22,5,0
KU_run3,22,6,0.032768
KU_run3,22,7,0
KU_run3,23,1,0.2
KU_run3,23,2,0.16
KU_run3,23,3,0.128
KU_run3,23,4,0
KU_run3,23,5,0.08192
KU_run3,23,6,0
KU_run3,23,7,0.0524288
KU_run3,24,1,0.1
KU_run3,24,2,0.16
KU_run3,24,3,0
KU_run3,24,4,0
KU_run3,24,5,0.08192
KU_run3,24,6,0
KU_run3,24,7,0.0262144
KU_run3,25,1,0
KU_run3,25,2,0
KU_run3,25,3,0
KU_run3,25,4,0
KU_run3,25,5,0
KU_run3,25,6,0
KU_run3,25,7,0
KU_run3,26,1,0
KU_run3,26,2,0.16
KU_run3,26,3,0
KU_run3,26,4,0
KU_run3,26,5,0.08192
KU_run3,26,6,0.065536
KU_run3,26,7,0
KU_run3,27,1,0.2
KU_run3,27,2,0.16
KU_run3,27,3,0
KU_run3,27,4,0.1024
KU_run3,27,5,0.08192
KU_run3,27,6,0
KU_run3,27,7,0.0524288
KU_run3,28,1,0.2
KU_run3,28,2,0.16
KU_run3,28,3,0.128
KU_run3,28,4,0
KU_run3,28,5,0.08192
KU_run3,28,6,0.065536
KU_run3,28,7,0.0524288
KU_run3,29,1,0
KU_run3,29,2,0.16
KU_run3,29,3,0
KU_run3,29,4,0.1024
KU_run3,29,5,0.04096
KU_run3,29,6,0
KU_run3,29,7,0.0524288
KU_run3,30,1,0
KU_run3,30,2,0.08
KU_run3,30,3,0.064
KU_run3,30,4,0.0512
KU_run3,30,5,0.08192
KU_run3,30,6,0.065536
KU_run3,30,7,0.0262144
NTU_NMLAB_BM25_ALLQQ,1,1,0.1
NTU_NMLAB_BM25_ALLQQ,1,2,0.16
NTU_NMLAB_BM25_ALLQQ,1,3,0.128
NTU_NMLAB_BM25_ALLQQ,1,4,0
NTU_NMLAB_BM25_ALLQQ,1,5,0.04096
NTU_NMLAB_BM25_ALLQQ,1,6,0
NTU_NMLAB_BM25_ALLQQ,1,7,0
NTU_NMLAB_BM25_ALLQQ,2,1,0
NTU_NMLAB_BM25_ALLQQ,2,2,0
NTU_NMLAB_BM25_ALLQQ,2,3,0
NTU_NMLAB_BM25_ALLQQ,2,4,0.1024
NTU_NMLAB_BM25_ALLQQ,2,5,0
NTU_NMLAB_BM25_ALLQQ,2,6,0.065536
NTU_NMLAB_BM25_ALLQQ,2,7,0
NTU_NMLAB_BM25_ALLQQ,3,1,0
NTU_NMLAB_BM25_ALLQQ,3,2,0
NTU_NMLAB_BM25_ALLQQ,3,3,0
NTU_NMLAB_BM25_ALLQQ,3,4,0
NTU_NMLAB_BM25_ALLQQ,3,5,0
NTU_NMLAB_BM25_ALLQQ,3,6,0
NTU_NMLAB_BM25_ALLQQ,3,7,0
NTU_NMLAB_BM25_ALLQQ,4,1,0
NTU_NMLAB_BM25_ALLQQ,4,2,0
NTU_NMLAB_BM25_ALLQQ,4,3,0
NTU_NMLAB_BM25_ALLQQ,4,4,0
NTU_NMLAB_BM25_ALLQQ,4,5,0
NTU_NMLAB_BM25_ALLQQ,4,6,0
NTU_NMLAB_BM25_ALLQQ,4,7,0
NTU_NMLAB_BM25_ALLQQ,5,1,0
NTU_NMLAB_BM25_ALLQQ,5,2,0.16
NTU_NMLAB_BM25_ALLQQ,5,3,0
NTU_NMLAB_BM25_ALLQQ,5,4,0
NTU_NMLAB_BM25_ALLQQ,5,5,0
NTU_NMLAB_BM25_ALLQQ,5,6,0
NTU_NMLAB_BM25_ALLQQ,5,7,0
NTU_NMLAB_BM25_ALLQQ,6,1,0
NTU_NMLAB_BM25_ALLQQ,6,2,0
NTU_NMLAB_BM25_ALLQQ,6,3,0
NTU_NMLAB_BM25_ALLQQ,6,4,0
NTU_NMLAB_BM25_ALLQQ,6,5,0
NTU_NMLAB_BM25_ALLQQ,6,6,0
NTU_NMLAB_BM25_ALLQQ,6,7,0
NTU_NMLAB_BM25_ALLQQ,7,1,0
NTU_NMLAB_BM25_ALLQQ,7,2,0
NTU_NMLAB_BM25_ALLQQ,7,3,0
NTU_NMLAB_BM25_ALLQQ,7,4,0
NTU_NMLAB_BM25_ALLQQ,7,5,0
NTU_NMLAB_BM25_ALLQQ,7,6,0
NTU_NMLAB_BM25_ALLQQ,7,7,0
NTU_NMLAB_BM25_ALLQQ,8,1,0
NTU_NMLAB_BM25_ALLQQ,8,2,0
NTU_NMLAB_BM25_ALLQQ,8,3,0
NTU_NMLAB_BM25_ALLQQ,8,4,0
NTU_NMLAB_BM25_ALLQQ,8,5,0
NTU_NMLAB_BM25_ALLQQ,8,6,0
NTU_NMLAB_BM25_ALLQQ,8,7,0
NTU_NMLAB_BM25_ALLQQ,9,1,0.2
NTU_NMLAB_BM25_ALLQQ,9,2,0.16
NTU_NMLAB_BM25_ALLQQ,9,3,0.064
NTU_NMLAB_BM25_ALLQQ,9,4,0.1024
NTU_NMLAB_BM25_ALLQQ,9,5,0
NTU_NMLAB_BM25_ALLQQ,9,6,0
NTU_NMLAB_BM25_ALLQQ,9,7,0.0524288
NTU_NMLAB_BM25_ALLQQ,10,1,0.2
NTU_NMLAB_BM25_ALLQQ,10,2,0.16
NTU_NMLAB_BM25_ALLQQ,10,3,0.064
NTU_NMLAB_BM25_ALLQQ,10,4,0.1024
NTU_NMLAB_BM25_ALLQQ,10,5,0.08192
NTU_NMLAB_BM25_ALLQQ,10,6,0.065536
NTU_NMLAB_BM25_ALLQQ,10,7,0
NTU_NMLAB_BM25_ALLQQ,11,1,0
NTU_NMLAB_BM25_ALLQQ,11,2,0
NTU_NMLAB_BM25_ALLQQ,11,3,0
NTU_NMLAB_BM25_ALLQQ,11,4,0.0512
NTU_NMLAB_BM25_ALLQQ,11,5,0
NTU_NMLAB_BM25_ALLQQ,11,6,0
NTU_NMLAB_BM25_ALLQQ,11,7,0.0262144
NTU_NMLAB_BM25_ALLQQ,12,1,0.1
NTU_NMLAB_BM25_ALLQQ,12,2,0.08
NTU_NMLAB_BM25_ALLQQ,12,3,0.064
NTU_NMLAB_BM25_ALLQQ,12,4,0.1024
NTU_NMLAB_BM25_ALLQQ,12,5,0
NTU_NMLAB_BM25_ALLQQ,12,6,0.032768
NTU_NMLAB_BM25_ALLQQ,12,7,0.0524288
NTU_NMLAB_BM25_ALLQQ,13,1,0.1
NTU_NMLAB_BM25_ALLQQ,13,2,0.08
NTU_NMLAB_BM25_ALLQQ,13,3,0.064
NTU_NMLAB_BM25_ALLQQ,13,4,0.0512
NTU_NMLAB_BM25_ALLQQ,13,5,0
NTU_NMLAB_BM25_ALLQQ,13,6,0
NTU_NMLAB_BM25_ALLQQ,13,7,0
NTU_NMLAB_BM25_ALLQQ,14,1,0.1
NTU_NMLAB_BM25_ALLQQ,14,2,0.16
NTU_NMLAB_BM25_ALLQQ,14,3,0.064
NTU_NMLAB_BM25_ALLQQ,14,4,0.0512
NTU_NMLAB_BM25_ALLQQ,14,5,0
NTU_NMLAB_BM25_ALLQQ,14,6,0.032768
NTU_NMLAB_BM25_ALLQQ,14,7,0
NTU_NMLAB_BM25_ALLQQ,15,1,0
NTU_NMLAB_BM25_ALLQQ,15,2,0
NTU_NMLAB_BM25_ALLQQ,15,3,0
NTU_NMLAB_BM25_ALLQQ,15,4,0
NTU_NMLAB_BM25_ALLQQ,15,5,0
NTU_NMLAB_BM25_ALLQQ,15,6,0
NTU_NMLAB_BM25_ALLQQ,15,7,0
NTU_NMLAB_BM25_ALLQQ,16,1,0
NTU_NMLAB_BM25_ALLQQ,16,2,0
NTU_NMLAB_BM25_ALLQQ,16,3,0.064
NTU_NMLAB_BM25_ALLQQ,16,4,0
NTU_NMLAB_BM25_ALLQQ,16,5,0
NTU_NMLAB_BM25_ALLQQ,16,6,0
NTU_NMLAB_BM25_ALLQQ,16,7,0
NTU_NMLAB_BM25_ALLQQ,17,1,0
NTU_NMLAB_BM25_ALLQQ,17,2,0
NTU_NMLAB_BM25_ALLQQ,17,3,0
NTU_NMLAB_BM25_ALLQQ,17,4,0
NTU_NMLAB_BM25_ALLQQ,17,5,0
NTU_NMLAB_BM25_ALLQQ,17,6,0
NTU_NMLAB_BM25_ALLQQ,17,7,0
NTU_NMLAB_BM25_ALLQQ,18,1,0
NTU_NMLAB_BM25_ALLQQ,18,2,0
NTU_NMLAB_BM25_ALLQQ,18,3,0
NTU_NMLAB_BM25_ALLQQ,18,4,0
NTU_NMLAB_BM25_ALLQQ,18,5,0
NTU_NMLAB_BM25_ALLQQ,18,6,0
NTU_NMLAB_BM25_ALLQQ,18,7,0
NTU_NMLAB_BM25_ALLQQ,19,1,0
NTU_NMLAB_BM25_ALLQQ,19,2,0
NTU_NMLAB_BM25_ALLQQ,19,3,0
NTU_NMLAB_BM25_ALLQQ,19,4,0
NTU_NMLAB_BM25_ALLQQ,19,5,0
NTU_NMLAB_BM25_ALLQQ,19,6,0
NTU_NMLAB_BM25_ALLQQ,19,7,0
NTU_NMLAB_BM25_ALLQQ,20,1,0.1
NTU_NMLAB_BM25_ALLQQ,20,2,0.16
NTU_NMLAB_BM25_ALLQQ,20,3,0.128
NTU_NMLAB_BM25_ALLQQ,20,4,0
NTU_NMLAB_BM25_ALLQQ,20,5,0.08192
NTU_NMLAB_BM25_ALLQQ,20,6,0.065536
NTU_NMLAB_BM25_ALLQQ,20,7,0.0262144
NTU_NMLAB_BM25_ALLQQ,21,1,0
NTU_NMLAB_BM25_ALLQQ,21,2,0
NTU_NMLAB_BM25_ALLQQ,21,3,0
NTU_NMLAB_BM25_ALLQQ,21,4,0
NTU_NMLAB_BM25_ALLQQ,21,5,0
NTU_NMLAB_BM25_ALLQQ,21,6,0.065536
NTU_NMLAB_BM25_ALLQQ,21,7,0
NTU_NMLAB_BM25_ALLQQ,22,1,0.2
NTU_NMLAB_BM25_ALLQQ,22,2,0.16
NTU_NMLAB_BM25_ALLQQ,22,3,0
NTU_NMLAB_BM25_ALLQQ,22,4,0.1024
NTU_NMLAB_BM25_ALLQQ,22,5,0.08192
NTU_NMLAB_BM25_ALLQQ,22,6,0.065536
NTU_NMLAB_BM25_ALLQQ,22,7,0
NTU_NMLAB_BM25_ALLQQ,23,1,0
NTU_NMLAB_BM25_ALLQQ,23,2,0
NTU_NMLAB_BM25_ALLQQ,23,3,0.128
NTU_NMLAB_BM25_ALLQQ,23,4,0
NTU_NMLAB_BM25_ALLQQ,23,5,0.08192
NTU_NMLAB_BM25_ALLQQ,23,6,0
NTU_NMLAB_BM25_ALLQQ,23,7,0.0524288
NTU_NMLAB_BM25_ALLQQ,24,1,0.2
NTU_NMLAB_BM25_ALLQQ,24,2,0
NTU_NMLAB_BM25_ALLQQ,24,3,0.064
NTU_NMLAB_BM25_ALLQQ,24,4,0
NTU_NMLAB_BM25_ALLQQ,24,5,0
NTU_NMLAB_BM25_ALLQQ,24,6,0.032768
NTU_NMLAB_BM25_ALLQQ,24,7,0.0524288
NTU_NMLAB_BM25_ALLQQ,25,1,0
NTU_NMLAB_BM25_ALLQQ,25,2,0
NTU_NMLAB_BM25_ALLQQ,25,3,0
NTU_NMLAB_BM25_ALLQQ,25,4,0
NTU_NMLAB_BM25_ALLQQ,25,5,0
NTU_NMLAB_BM25_ALLQQ,25,6,0
NTU_NMLAB_BM25_ALLQQ,25,7,0
NTU_NMLAB_BM25_ALLQQ,26,1,0
NTU_NMLAB_BM25_ALLQQ,26,2,0
NTU_NMLAB_BM25_ALLQQ,26,3,0.128
NTU_NMLAB_BM25_ALLQQ,26,4,0.1024
NTU_NMLAB_BM25_ALLQQ,26,5,0
NTU_NMLAB_BM25_ALLQQ,26,6,0
NTU_NMLAB_BM25_ALLQQ,26,7,0.0524288
NTU_NMLAB_BM25_ALLQQ,27,1,0.1
NTU_NMLAB_BM25_ALLQQ,27,2,0
NTU_NMLAB_BM25_ALLQQ,27,3,0.128
NTU_NMLAB_BM25_ALLQQ,27,4,0
NTU_NMLAB_BM25_ALLQQ,27,5,0
NTU_NMLAB_BM25_ALLQQ,27,6,0
NTU_NMLAB_BM25_ALLQQ,27,7,0
NTU_NMLAB_BM25_ALLQQ,28,1,0
NTU_NMLAB_BM25_ALLQQ,28,2,0.16
NTU_NMLAB_BM25_ALLQQ,28,3,0.128
NTU_NMLAB_BM25_ALLQQ,28,4,0.1024
NTU_NMLAB_BM25_ALLQQ,28,5,0.04096
NTU_NMLAB_BM25_ALLQQ,28,6,0.065536
NTU_NMLAB_BM25_ALLQQ,28,7,0.0524288
NTU_NMLAB_BM25_ALLQQ,29,1,0.1
NTU_NMLAB_BM25_ALLQQ,29,2,0.16
NTU_NMLAB_BM25_ALLQQ,29,3,0
NTU_NMLAB_BM25_ALLQQ,29,4,0.0512
NTU_NMLAB_BM25_ALLQQ,29,5,0.04096
NTU_NMLAB_BM25_ALLQQ,29,6,0.032768
NTU_NMLAB_BM25_ALLQQ,29,7,0
NTU_NMLAB_BM25_ALLQQ,30,1,0.2
NTU_NMLAB_BM25_ALLQQ,30,2,0.16
NTU_NMLAB_BM25_ALLQQ,30,3,0.128
NTU_NMLAB_BM25_ALLQQ,30,4,0.0512
NTU_NMLAB_BM25_ALLQQ,30,5,0.08192
NTU_NMLAB_BM25_ALLQQ,30,6,0.032768
NTU_NMLAB_BM25_ALLQQ,30,7,0.0524288
NTU_NMLAB_BM25_Hum2,1,1,0.1
NTU_NMLAB_BM25_Hum2,1,2,0.16
NTU_NMLAB_BM25_Hum2,1,3,0.128
NTU_NMLAB_BM25_Hum2,1,4,0
NTU_NMLAB_BM25_Hum2,1,5,0.08192
NTU_NMLAB_BM25_Hum2,1,6,0
NTU_NMLAB_BM25_Hum2,1,7,0
NTU_NMLAB_BM25_Hum2,2,1,0.2
NTU_NMLAB_BM25_Hum2,2,2,0.08
NTU_NMLAB_BM25_Hum2,2,3,0
NTU_NMLAB_BM25_Hum2,2,4,0
NTU_NMLAB_BM25_Hum2,2,5,0
NTU_NMLAB_BM25_Hum2,2,6,0
NTU_NMLAB_BM25_Hum2,2,7,0
NTU_NMLAB_BM25_Hum2,3,1,0
NTU_NMLAB_BM25_Hum2,3,2,0
NTU_NMLAB_BM25_Hum2,3,3,0
NTU_NMLAB_BM25_Hum2,3,4,0
NTU_NMLAB_BM25_Hum2,3,5,0
NTU_NMLAB_BM25_Hum2,3,6,0
NTU_NMLAB_BM25_Hum2,3,7,0
NTU_NMLAB_BM25_Hum2,4,1,0.2
NTU_NMLAB_BM25_Hum2,4,2,0
NTU_NMLAB_BM25_Hum2,4,3,0
NTU_NMLAB_BM25_Hum2,4,4,0
NTU_NMLAB_BM25_Hum2,4,5,0
NTU_NMLAB_BM25_Hum2,4,6,0
NTU_NMLAB_BM25_Hum2,4,7,0
NTU_NMLAB_BM25_Hum2,5,1,0
NTU_NMLAB_BM25_Hum2,5,2,0.08
NTU_NMLAB_BM25_Hum2,5,3,0
NTU_NMLAB_BM25_Hum2,5,4,0.1024
NTU_NMLAB_BM25_Hum2,5,5,0
NTU_NMLAB_BM25_Hum2,5,6,0
NTU_NMLAB_BM25_Hum2,5,7,0
NTU_NMLAB_BM25_Hum2,6,1,0.1
NTU_NMLAB_BM25_Hum2,6,2,0
NTU_NMLAB_BM25_Hum2,6,3,0.064
NTU_NMLAB_BM25_Hum2,6,4,0.1024
NTU_NMLAB_BM25_Hum2,6,5,0
NTU_NMLAB_BM25_Hum2,6,6,0.032768
NTU_NMLAB_BM25_Hum2,6,7,0.0262144
NTU_NMLAB_BM25_Hum2,7,1,0.2
NTU_NMLAB_BM25_Hum2,7,2,0
NTU_NMLAB_BM25_Hum2,7,3,0
NTU_NMLAB_BM25_Hum2,7,4,0
NTU_NMLAB_BM25_Hum2,7,5,0
NTU_NMLAB_BM25_Hum2,7,6,0
NTU_NMLAB_BM25_Hum2,7,7,0
NTU_NMLAB_BM25_Hum2,8,1,0
NTU_NMLAB_BM25_Hum2,8,2,0.08
NTU_NMLAB_BM25_Hum2,8,3,0
NTU_NMLAB_BM25_Hum2,8,4,0
NTU_NMLAB_BM25_Hum2,8,5,0
NTU_NMLAB_BM25_Hum2,8,6,0
NTU_NMLAB_BM25_Hum2,8,7,0
NTU_NMLAB_BM25_Hum2,9,1,0.2
NTU_NMLAB_BM25_Hum2,9,2,0.16
NTU_NMLAB_BM25_Hum2,9,3,0.064
NTU_NMLAB_BM25_Hum2,9,4,0.1024
NTU_NMLAB_BM25_Hum2,9,5,0
NTU_NMLAB_BM25_Hum2,9,6,0
NTU_NMLAB_BM25_Hum2,9,7,0.0524288
NTU_NMLAB_BM25_Hum2,10,1,0.2
NTU_NMLAB_BM25_Hum2,10,2,0.16
NTU_NMLAB_BM25_Hum2,10,3,0.064
NTU_NMLAB_BM25_Hum2,10,4,0.1024
NTU_NMLAB_BM25_Hum2,10,5,0.08192
NTU_NMLAB_BM25_Hum2,10,6,0.065536
NTU_NMLAB_BM25_Hum2,10,7,0.0262144
NTU_NMLAB_BM25_Hum2,11,1,0
NTU_NMLAB_BM25_Hum2,11,2,0
NTU_NMLAB_BM25_Hum2,11,3,0.064
NTU_NMLAB_BM25_Hum2,11,4,0
NTU_NMLAB_BM25_Hum2,11,5,0
NTU_NMLAB_BM25_Hum2,11,6,0.065536
NTU_NMLAB_BM25_Hum2,11,7,0.0262144
NTU_NMLAB_BM25_Hum2,12,1,0.2
NTU_NMLAB_BM25_Hum2,12,2,0
NTU_NMLAB_BM25_Hum2,12,3,0.064
NTU_NMLAB_BM25_Hum2,12,4,0
NTU_NMLAB_BM25_Hum2,12,5,0
NTU_NMLAB_BM25_Hum2,12,6,0
NTU_NMLAB_BM25_Hum2,12,7,0.0262144
NTU_NMLAB_BM25_Hum2,13,1,0.1
NTU_NMLAB_BM25_Hum2,13,2,0.08
NTU_NMLAB_BM25_Hum2,13,3,0.064
NTU_NMLAB_BM25_Hum2,13,4,0.1024
NTU_NMLAB_BM25_Hum2,13,5,0
NTU_NMLAB_BM25_Hum2,13,6,0
NTU_NMLAB_BM25_Hum2,13,7,0
NTU_NMLAB_BM25_Hum2,14,1,0.1
NTU_NMLAB_BM25_Hum2,14,2,0.16
NTU_NMLAB_BM25_Hum2,14,3,0.064
NTU_NMLAB_BM25_Hum2,14,4,0.0512
NTU_NMLAB_BM25_Hum2,14,5,0
NTU_NMLAB_BM25_Hum2,14,6,0.032768
NTU_NMLAB_BM25_Hum2,14,7,0
NTU_NMLAB_BM25_Hum2,15,1,0
NTU_NMLAB_BM25_Hum2,15,2,0
NTU_NMLAB_BM25_Hum2,15,3,0
NTU_NMLAB_BM25_Hum2,15,4,0.0512
NTU_NMLAB_BM25_Hum2,15,5,0
NTU_NMLAB_BM25_Hum2,15,6,0
NTU_NMLAB_BM25_Hum2,15,7,0
NTU_NMLAB_BM25_Hum2,16,1,0
NTU_NMLAB_BM25_Hum2,16,2,0
NTU_NMLAB_BM25_Hum2,16,3,0.064
